Timestamp,Where are you from? (please be specific),Where do you live now? (please be specific),Which temperature scale do you use?,What is the lowest temperature outside that you are comfortable at?,What is the highest temperature outside that you are comfortable at?,"If it could always be the same temperature outside, what would you want it to be?",lowF,highF,optimumF,lowC,highC,optimumC,rangeF,opt01,koppen_codes,data_mistake,user_typo,dup
12/15/2018 0:11:12,Greece,Greece,Celsius,17,24,20,62.6,75.2,68,17,24,20,12.6,0.4285714286,,,,
12/15/2018 0:11:14,St Louis,Chicago,Fahrenheit,40,75,55,40,75,55,4.444444444,23.88888889,12.77777778,35,0.4285714286,,,,
12/15/2018 0:11:56,Florida ,Florida ,Fahrenheit,60,88,74,60,88,74,15.55555556,31.11111111,23.33333333,28,0.5,,,,
12/15/2018 0:13:12,Denmark,Denmark,Celsius,8,25,20,46.4,77,68,8,25,20,30.6,0.7058823529,,,,
12/15/2018 0:13:55,United Kingdom,United Kingdom,Celsius,5,15,10,41,59,50,5,15,10,18,0.5,,,,
12/15/2018 0:13:58,"Saint Louis, Missouri, USA","Saint Louis, Missouri, USA",Fahrenheit,60,95,76,60,95,76,15.55555556,35,24.44444444,35,0.4571428571,,,,
12/15/2018 0:14:13,New England,Western New York,Fahrenheit,45,85,65,45,85,65,7.222222222,29.44444444,18.33333333,40,0.5,,,,
12/15/2018 0:14:51,Southern California,Southern California,Fahrenheit,60,80,73,60,80,73,15.55555556,26.66666667,22.77777778,20,0.65,,,,
12/15/2018 0:15:34,Minnesota,San Diego,Fahrenheit,+15,+85,75,+15,+85,75,-9.444444444,29.44444444,23.88888889,70,0.8571428571,,,,
12/15/2018 0:16:13,Florida,Florida,Fahrenheit,65,80,72,65,80,72,18.33333333,26.66666667,22.22222222,15,0.4666666667,,,,
12/15/2018 0:16:50,Germany ,Germany ,Celsius,-5,27,18,23,80.6,64.4,-5,27,18,57.6,0.71875,,,,
12/15/2018 0:18:00,Central California,Northern Kentucky,Fahrenheit,40,80,55,40,80,55,4.444444444,26.66666667,12.77777778,40,0.375,,,,
12/15/2018 0:18:14,"Ocala, Florida","Clearwater, Florida",Fahrenheit,55,85,65,55,85,65,12.77777778,29.44444444,18.33333333,30,0.3333333333,,,,
12/15/2018 0:18:20,"Alberta, Canada","Georgia, USA",Fahrenheit,40,80,65,40,80,65,4.444444444,26.66666667,18.33333333,40,0.625,,,,
12/15/2018 0:18:22,"Perth, Western Australia","Perth, Western Australia",Celsius,15,35,28,59,95,82.4,15,35,28,36,0.65,,,,
12/15/2018 0:18:42,"Boston suburbs, Massachusetts ","San Francisco bay area, California",Fahrenheit,55,90,70,55,90,70,12.77777778,32.22222222,21.11111111,35,0.4285714286,,,,
12/15/2018 0:21:10,New York,Michigan ,Fahrenheit,50,82,72,50,82,72,10,27.77777778,22.22222222,32,0.6875,,,,
12/15/2018 0:21:36,"Georgia, USA","Georgia, USA",Fahrenheit,60,80,72,60,80,72,15.55555556,26.66666667,22.22222222,20,0.6,,,,
12/15/2018 0:22:40,"New Brunswick, Canada","Ontario, Canada",Celsius,-20,30,18,-4,86,64.4,-20,30,18,90,0.76,,,,
12/15/2018 0:22:53,"Alberta, Canada","Alberta, Canada",Celsius,5,30,24,41,86,75.2,5,30,24,45,0.76,,,,
12/15/2018 0:22:57,Near Atlanta,Near Atlanta,Fahrenheit,40,78,62,40,78,62,4.444444444,25.55555556,16.66666667,38,0.5789473684,,,,
12/15/2018 0:24:51,United Kingdom,United Kingdom,Celsius,5,32,24,41,89.6,75.2,5,32,24,48.6,0.7037037037,,,,
12/15/2018 0:25:19,CA,CA,Fahrenheit,0,80,60,0,80,60,-17.77777778,26.66666667,15.55555556,80,0.75,,,,
12/15/2018 0:27:37,Atlanta GA,Atlanta GA,Fahrenheit,50,100,75,50,100,75,10,37.77777778,23.88888889,50,0.5,,,,
12/15/2018 0:29:38,"St. Louis, MO","Marine, IL",Fahrenheit,40,85,70,40,85,70,4.444444444,29.44444444,21.11111111,45,0.6666666667,,,,
12/15/2018 0:31:29,Florida ,Delaware ,Fahrenheit,20,74,70,20,74,70,-6.666666667,23.33333333,21.11111111,54,0.9259259259,,,,
12/15/2018 0:32:01,UK,UK,Celsius,8,22,18,46.4,71.6,64.4,8,22,18,25.2,0.7142857143,,,,
12/15/2018 0:32:32,England,England,Celsius,5,30,25,41,86,77,5,30,25,45,0.8,,,,
12/15/2018 0:32:46,Chicago,Boston,Fahrenheit,35,85,74,35,85,74,1.666666667,29.44444444,23.33333333,50,0.78,,,,
12/15/2018 0:33:09,The Netherlands,The Netherlands,Celsius,10,40,24,50,104,75.2,10,40,24,54,0.4666666667,,,,
12/15/2018 0:33:59,Philippines,Philippines,Celsius,20,30,23,68,86,73.4,20,30,23,18,0.3,,,,
12/15/2018 0:34:36,Tennessee ,Oregon ,Fahrenheit,60,85,75,60,85,75,15.55555556,29.44444444,23.88888889,25,0.6,,,,
12/15/2018 0:37:11,Southern California,Southern California,Fahrenheit,50,100,70,50,100,70,10,37.77777778,21.11111111,50,0.4,,,,
12/15/2018 0:38:18,Texas,Washington,Fahrenheit,40,70,55,40,70,55,4.444444444,21.11111111,12.77777778,30,0.5,,,,
12/15/2018 0:39:04,California ,Maryland ,Fahrenheit,45,108,90,45,108,90,7.222222222,42.22222222,32.22222222,63,0.7142857143,,,,
12/15/2018 0:39:19,Britain,Britain ,Celsius,5,25,20,41,77,68,5,25,20,36,0.75,,,,
12/15/2018 0:40:55,southern california,southern california,Fahrenheit,60,75,50,60,75,50,15.55555556,23.88888889,10,15,-0.6666666667,,,,
12/15/2018 0:41:42,Miami,Miami,Fahrenheit,60,90,70,60,90,70,15.55555556,32.22222222,21.11111111,30,0.3333333333,,,,
12/15/2018 0:42:49,Slovakia,Slovakia,Celsius,8,32,28,46.4,89.6,82.4,8,32,28,43.2,0.8333333333,,,,
12/15/2018 0:43:26,"Maine, USA",Maine USA,Fahrenheit,-40,95,82,-40,95,82,-40,35,27.77777778,135,0.9037037037,,,,
12/15/2018 0:43:49,Missouri,Missouri,Fahrenheit,45,80,65,45,80,65,7.222222222,26.66666667,18.33333333,35,0.5714285714,,,,
12/15/2018 0:43:54,Scotland,Scotland,Celsius,0,30,20,32,86,68,0,30,20,54,0.6666666667,,,,
12/15/2018 0:46:17,"Phoenix, Arizona USofA","Phoenix, Arizona USofA",Fahrenheit,50,100,75,50,100,75,10,37.77777778,23.88888889,50,0.5,,,,
12/15/2018 0:47:47,Australia,Australia,Celsius,19,27,24,66.2,80.6,75.2,19,27,24,14.4,0.625,,,,
12/15/2018 0:49:27,Australia,Australia,Celsius,5,23,15,41,73.4,59,5,23,15,32.4,0.5555555556,,,,
12/15/2018 0:49:30,"Houston, TX","Cincinnati, OH",Fahrenheit,50,75,65,50,75,65,10,23.88888889,18.33333333,25,0.6,,,,
12/15/2018 0:50:19,Georgia USA,Atlanta Georgia USA,Fahrenheit,50,90,75,50,90,75,10,32.22222222,23.88888889,40,0.625,,,,
12/15/2018 0:50:22,Georgia USA,Atlanta Georgia USA,Fahrenheit,50,90,75,50,90,75,10,32.22222222,23.88888889,40,0.625,,,,
12/15/2018 0:53:21,"Miami, FL","Atlanta, GA",Fahrenheit,20,85,65,20,85,65,-6.666666667,29.44444444,18.33333333,65,0.6923076923,,,,
12/15/2018 0:53:31,"Montreal, Canada","Ottawa, Canada",Celsius,-5,25,20,23,77,68,-5,25,20,54,0.8333333333,,,,
12/15/2018 0:54:51,Chicago,Chicago,Fahrenheit,15,80,35,15,80,35,-9.444444444,26.66666667,1.666666667,65,0.3076923077,,,,
12/15/2018 0:54:54,Alberta ,Alberta,Celsius,-20,24,16,-4,75.2,60.8,-20,24,16,79.2,0.8181818182,,,,
12/15/2018 0:55:17,Oregon,Oregon,Fahrenheit,52,72,64,52,72,64,11.11111111,22.22222222,17.77777778,20,0.6,,,,
12/15/2018 0:55:29,"Orange County, CA ","Mammoth lakes, CA ",Fahrenheit,20,85,70,20,85,70,-6.666666667,29.44444444,21.11111111,65,0.7692307692,,,,
12/15/2018 0:56:06,Missouri ,Missouri ,Fahrenheit,47,70,65,47,70,65,8.333333333,21.11111111,18.33333333,23,0.7826086957,,,,
12/15/2018 0:58:18,United States,United States,Fahrenheit,25,85,65,25,85,65,-3.888888889,29.44444444,18.33333333,60,0.6666666667,,,,
12/15/2018 1:01:14,Canada,Canada,Celsius,-5,34,16,23,93.2,60.8,-5,34,16,70.2,0.5384615385,,,,
12/15/2018 1:04:06,Ohio,North Carolina,Fahrenheit,50,85,72,50,85,72,10,29.44444444,22.22222222,35,0.6285714286,,,,
12/15/2018 1:04:35,Germany,Germany,Celsius,15,25,20,59,77,68,15,25,20,18,0.5,,,,
12/15/2018 1:04:49,"Pittsburgh, USA","Pittsburgh, USA",Fahrenheit,50,95,80,50,95,80,10,35,26.66666667,45,0.6666666667,,,,
12/15/2018 1:05:57,Lebanon,Germany,Celsius,0,30,25,32,86,77,0,30,25,54,0.8333333333,,,,
12/15/2018 1:06:09,Australia ,Australia ,Celsius,15,28,25,59,82.4,77,15,28,25,23.4,0.7692307692,,,,
12/15/2018 1:06:35,"Atlanta, Georgia ","Tampa, Florida",Fahrenheit,68,95,77,68,95,77,20,35,25,27,0.3333333333,,,,
12/15/2018 1:07:44,South East England,South East England,Celsius,-4,16,14,24.8,60.8,57.2,-4,16,14,36,0.9,,,,
12/15/2018 1:07:44,"Brisbane, Australia ","Gold Coast, Australia ",Celsius,10,25,20,50,77,68,10,25,20,27,0.6666666667,,,,
12/15/2018 1:07:46,Nigeria,England,Celsius,20,35,30,68,95,86,20,35,30,27,0.6666666667,,,,
12/15/2018 1:07:52,Scotland ,Scotland ,Celsius,-5,19,16,23,66.2,60.8,-5,19,16,43.2,0.875,,,,
12/15/2018 1:08:38,Virginia,Virginia,Fahrenheit,8,82,38,8,82,38,-13.33333333,27.77777778,3.333333333,74,0.4054054054,,,,
12/15/2018 1:09:31,Texas ,Texas ,Fahrenheit,65,85,72,65,85,72,18.33333333,29.44444444,22.22222222,20,0.35,,,,
12/15/2018 1:09:45,Southeast Alaska,Southeast Alaska,Fahrenheit,38,85,72,38,85,72,3.333333333,29.44444444,22.22222222,47,0.7234042553,,,,
12/15/2018 1:10:01,Brazil,Brazil,Celsius,6,20,14,42.8,68,57.2,6,20,14,25.2,0.5714285714,,,,
12/15/2018 1:10:45,Atlanta GA,Atlanta GA,Fahrenheit,20,75,45,20,75,45,-6.666666667,23.88888889,7.222222222,55,0.4545454545,,,,
12/15/2018 1:11:49,New Jersey ,New Jersey ,Fahrenheit,50,75,65,50,75,65,10,23.88888889,18.33333333,25,0.6,,,,
12/15/2018 1:12:31,New Jersey,Pittsburgh,Fahrenheit,-10,105,65,-10,105,65,-23.33333333,40.55555556,18.33333333,115,0.652173913,,,,
12/15/2018 1:13:58,New Jersey,New Jersey,Fahrenheit,0,90,60,0,90,60,-17.77777778,32.22222222,15.55555556,90,0.6666666667,,,,
12/15/2018 1:15:07,Upstate NY,Upstate Ny,Fahrenheit,55,85,65,55,85,65,12.77777778,29.44444444,18.33333333,30,0.3333333333,,,,
12/15/2018 1:15:20,Scotland,Scotland,Celsius,7,19,15,44.6,66.2,59,7,19,15,21.6,0.6666666667,,,,
12/15/2018 1:15:40,Minnesota,Ohio,Fahrenheit,40,80,60,40,80,60,4.444444444,26.66666667,15.55555556,40,0.5,,,,
12/15/2018 1:17:06,SE Alaska,Vancouver BC,Celsius,5,25,20,41,77,68,5,25,20,36,0.75,,,,
12/15/2018 1:17:28,The Netherlands,The Netherlands,Celsius,-10,25,0,14,77,32,-10,25,0,63,0.2857142857,,,,
12/15/2018 1:17:37,Germany,Costa rica,Celsius,10,30,20,50,86,68,10,30,20,36,0.5,,,,
12/15/2018 1:17:55,Germany,Germany,Celsius,10,30,20,50,86,68,10,30,20,36,0.5,,,,
12/15/2018 1:19:02,Australia ,Australia ,Celsius,13,35,20,55.4,95,68,13,35,20,39.6,0.3181818182,,,,
12/15/2018 1:20:33,UK,UK,Celsius,16,23,19,60.8,73.4,66.2,16,23,19,12.6,0.4285714286,,,,
12/15/2018 1:21:07,Russia,Russia,Celsius,-5,+25,+20,23,77,68,-5,25,20,54,0.8333333333,,,,
12/15/2018 1:22:56,Virginia,Delaware ,Fahrenheit,50,105,80,50,105,80,10,40.55555556,26.66666667,55,0.5454545455,,,,
12/15/2018 1:23:05,Connecticut ,Connecticut,Fahrenheit,45,95,75,45,95,75,7.222222222,35,23.88888889,50,0.6,,,,
12/15/2018 1:24:14,ohio,ohio,Fahrenheit,33,95,72,33,95,72,0.5555555556,35,22.22222222,62,0.6290322581,,,,
12/15/2018 1:24:14,Canada,Canada,Celsius,-10,35,21,14,95,69.8,-10,35,21,81,0.6888888889,,,,
12/15/2018 1:25:55,Arizona ,Massachusetts ,Fahrenheit,65,78,72,65,78,72,18.33333333,25.55555556,22.22222222,13,0.5384615385,,,,
12/15/2018 1:26:05,Australia ,Australia ,Celsius,15,35,25,59,95,77,15,35,25,36,0.5,,,,
12/15/2018 1:27:51,"Guayaquil, Ecuador ","Guayaquil, Ecuador ",Celsius,10,30,22,50,86,71.6,10,30,22,36,0.6,,,,
12/15/2018 1:28:02,"Missouri, USA","Kentucky, USA",Fahrenheit,15,90,70,15,90,70,-9.444444444,32.22222222,21.11111111,75,0.7333333333,,,,
12/15/2018 1:29:05,PS,PA,Fahrenheit,25,85,75,25,85,75,-3.888888889,29.44444444,23.88888889,60,0.8333333333,,,,
12/15/2018 1:30:18,Ireland,Ireland,Celsius,5,18,15,41,64.4,59,5,18,15,23.4,0.7692307692,,,,
12/15/2018 1:30:43,"California, USA","Kentucky, USA",Fahrenheit,60,90,65,60,90,65,15.55555556,32.22222222,18.33333333,30,0.1666666667,,,,
12/15/2018 1:30:59,Uk,Uk,Celsius,15,35,27,59,95,80.6,15,35,27,36,0.6,,,,
12/15/2018 1:32:48,Vermont,New York,Fahrenheit,30,90,60,30,90,60,-1.111111111,32.22222222,15.55555556,60,0.5,,,,
12/15/2018 1:33:03,Florida ,New York City,Fahrenheit,30,80,73,30,80,73,-1.111111111,26.66666667,22.77777778,50,0.86,,,,
12/15/2018 1:33:26,"Birmingham, UK","Birmingham, UK",Celsius,10,23,16,50,73.4,60.8,10,23,16,23.4,0.4615384615,,,,
12/15/2018 1:33:27,San Diego,San Diego ,Fahrenheit,58,90,68,58,90,68,14.44444444,32.22222222,20,32,0.3125,,,,
12/15/2018 1:35:06,Seattle ,Seattle ,Fahrenheit,60,85,80,60,85,80,15.55555556,29.44444444,26.66666667,25,0.8,,,,
12/15/2018 1:37:31,"Ontario, Canada","Ontario, Canada",Celsius,-15,24,15,5,75.2,59,-15,24,15,70.2,0.7692307692,,,,
12/15/2018 1:37:54,Singapore,Singapore,Celsius,15,27,15,59,80.6,59,15,27,15,21.6,0,,,,
12/15/2018 1:38:54,PHILADELPHIA,Philadelphia,Fahrenheit,30,80,67,30,80,67,-1.111111111,26.66666667,19.44444444,50,0.74,,,,
12/15/2018 1:40:27,Uk,Uk,Celsius,14,27,24,57.2,80.6,75.2,14,27,24,23.4,0.7692307692,,,,
12/15/2018 1:40:58,Toronto,Toronto,Celsius,12,24,20,53.6,75.2,68,12,24,20,21.6,0.6666666667,,,,
12/15/2018 1:42:09,United States,United States,Fahrenheit,54,74,67,54,74,67,12.22222222,23.33333333,19.44444444,20,0.65,,,,
12/15/2018 1:42:24,Louisiana,Louisiana,Celsius,-5,25,12,23,77,53.6,-5,25,12,54,0.5666666667,,,,
12/15/2018 1:42:52,UK,UK,Celsius,12,22,20,53.6,71.6,68,12,22,20,18,0.8,,,,
12/15/2018 1:43:04,Western PA,Eastern PA ,Fahrenheit,32,86,68,32,86,68,0,30,20,54,0.6666666667,,,,
12/15/2018 1:44:30,Michigan,Philadelphia ,Fahrenheit,40,75,72,40,75,72,4.444444444,23.88888889,22.22222222,35,0.9142857143,,,,
12/15/2018 1:45:39,Southeast Missouri,Southern Arizona,Fahrenheit,15,70,58,15,70,58,-9.444444444,21.11111111,14.44444444,55,0.7818181818,,,,
12/15/2018 1:46:07,Missouri,Arizona,Fahrenheit,20,70,58,20,70,58,-6.666666667,21.11111111,14.44444444,50,0.76,,,,
12/15/2018 1:47:53,Norway,California,Fahrenheit,10,100,70,10,100,70,-12.22222222,37.77777778,21.11111111,90,0.6666666667,,,,
12/15/2018 1:47:56,Florida,North Carolina,Fahrenheit,35,95,76,35,95,76,1.666666667,35,24.44444444,60,0.6833333333,,,,
12/15/2018 1:50:24,"California, United States","California, United States ",Fahrenheit,35,105,75,35,105,75,1.666666667,40.55555556,23.88888889,70,0.5714285714,,,,
12/15/2018 1:50:27,Finland,Finland,Celsius,10,25,20,50,77,68,10,25,20,27,0.6666666667,,,,
12/15/2018 1:51:03,"Odessa,Texas, United States",Denton  Texas United states,Fahrenheit,60,100,75,60,100,75,15.55555556,37.77777778,23.88888889,40,0.375,,,,
12/15/2018 1:51:53,Military brat. Lived in multiple states along East coast USA starting with MD and all states after that South of MD,Georgia USA,Fahrenheit,35,84,77,35,84,77,1.666666667,28.88888889,25,49,0.8571428571,,,,
12/15/2018 1:52:01,"Austria, Europe",Austria,Celsius,5,25,17,41,77,62.6,5,25,17,36,0.6,,,,
12/15/2018 1:52:50,Southern California ,Southern California ,Fahrenheit,48,74,68,48,74,68,8.888888889,23.33333333,20,26,0.7692307692,,,,
12/15/2018 1:53:21,"Yellowknife, NWT, Canada","Yellowknife, NWT, Canada",Celsius,-30,+20,+17,-22,68,62.6,-30,20,17,90,0.94,,,,
12/15/2018 1:54:02,New York,New York,Fahrenheit,50,80,65,50,80,65,10,26.66666667,18.33333333,30,0.5,,,,
12/15/2018 1:55:36,California,Texas,Fahrenheit,50,80,70,50,80,70,10,26.66666667,21.11111111,30,0.6666666667,,,,
12/15/2018 1:56:24,Ohio,Oklahoma ,Fahrenheit,45,80,60,45,80,60,7.222222222,26.66666667,15.55555556,35,0.4285714286,,,,
12/15/2018 1:57:46,Australia,Australia,Celsius,5,15,15,41,59,59,5,15,15,18,1,,,,
12/15/2018 1:59:23,Baltimore,Baltimore,Fahrenheit,5,74,25,5,74,25,-15,23.33333333,-3.888888889,69,0.2898550725,,,,
12/15/2018 1:59:45,Mississippi,Mississippi,Fahrenheit,40,80,65,40,80,65,4.444444444,26.66666667,18.33333333,40,0.625,,,,
12/15/2018 2:00:23,Minnesota,Norway,Fahrenheit,30,75,65,30,75,65,-1.111111111,23.88888889,18.33333333,45,0.7777777778,,,,
12/15/2018 2:00:30,DC,DC,Fahrenheit,53,84,67,53,84,67,11.66666667,28.88888889,19.44444444,31,0.4516129032,,,,
12/15/2018 2:01:57,Florida ,Pennsylvania ,Fahrenheit,15,70,55,15,70,55,-9.444444444,21.11111111,12.77777778,55,0.7272727273,,,,
12/15/2018 2:02:46,California ,Louisiana ,Fahrenheit,60,90,70,60,90,70,15.55555556,32.22222222,21.11111111,30,0.3333333333,,,,
12/15/2018 2:02:54,Salt Lake City,Salt Lake City,Fahrenheit,30,75,65,30,75,65,-1.111111111,23.88888889,18.33333333,45,0.7777777778,,,,
12/15/2018 2:03:17,Midwestern US,Midwestern US,Fahrenheit,30,80,65,30,80,65,-1.111111111,26.66666667,18.33333333,50,0.7,,,,
12/15/2018 2:03:29,Ohio,Ohio,Fahrenheit,40,75,65,40,75,65,4.444444444,23.88888889,18.33333333,35,0.7142857143,,,,
12/15/2018 2:06:24,Minnesota,Minnesota,Fahrenheit,45,75,68,45,75,68,7.222222222,23.88888889,20,30,0.7666666667,,,,
12/15/2018 2:06:39,nebraska,alabama,Fahrenheit,55,78,72,55,78,72,12.77777778,25.55555556,22.22222222,23,0.7391304348,,,,
12/15/2018 2:06:50,India,India,Celsius,15,35,20,59,95,68,15,35,20,36,0.25,,,,
12/15/2018 2:07:00,Western Washington,Western Washington,Fahrenheit,40,80,70,40,80,70,4.444444444,26.66666667,21.11111111,40,0.75,,,,
12/15/2018 2:07:09,Portugal,Portugal,Celsius,0,33,23,32,91.4,73.4,0,33,23,59.4,0.696969697,,,,
12/15/2018 2:07:29,UK,UK,Celsius,3,24,19,37.4,75.2,66.2,3,24,19,37.8,0.7619047619,,,,
12/15/2018 2:07:37,Colorado,Iowa,Fahrenheit,57,80,69,57,80,69,13.88888889,26.66666667,20.55555556,23,0.5217391304,,,,
12/15/2018 2:11:30,"New York, USA","New York, USA",Fahrenheit,50,80,70,50,80,70,10,26.66666667,21.11111111,30,0.6666666667,,,,
12/15/2018 2:11:42,New Zealand ,New Zealand,Celsius,15,25,22,59,77,71.6,15,25,22,18,0.7,,,,
12/15/2018 2:12:09,Tennessee,Tennessee,Fahrenheit,60,90,75,60,90,75,15.55555556,32.22222222,23.88888889,30,0.5,,,,
12/15/2018 2:13:14,New York,New York,Fahrenheit,0,90,60,0,90,60,-17.77777778,32.22222222,15.55555556,90,0.6666666667,,,,
12/15/2018 2:13:32,Oklahoma ,Oklahoma ,Fahrenheit,60,85,77,60,85,77,15.55555556,29.44444444,25,25,0.68,,,,
12/15/2018 2:13:51,"New York, New York","New York, New York",Fahrenheit,50,70,65,50,70,65,10,21.11111111,18.33333333,20,0.75,,,,
12/15/2018 2:14:06,California ,Wisconsin ,Fahrenheit,40,76,72,40,76,72,4.444444444,24.44444444,22.22222222,36,0.8888888889,,,,
12/15/2018 2:16:46,"Cincinnati, Ohio","Columbus, Ohio",Fahrenheit,55,75,69,55,75,69,12.77777778,23.88888889,20.55555556,20,0.7,,,,
12/15/2018 2:17:28,Singapore,Taiwan,Celsius,10,27,20,50,80.6,68,10,27,20,30.6,0.5882352941,,,,
12/15/2018 2:18:12,"Georgia, USA","Georgia, USA",Fahrenheit,32,110,56,32,110,56,0,43.33333333,13.33333333,78,0.3076923077,,,,
12/15/2018 2:18:40,Denmark,Denmark,Celsius,15,25,22,59,77,71.6,15,25,22,18,0.7,,,,
12/15/2018 2:19:12,"Atlanta, GA","Denver, CO",Fahrenheit,60,80,70,60,80,70,15.55555556,26.66666667,21.11111111,20,0.5,,,,
12/15/2018 2:19:18,Minnesota,Munnesota,Fahrenheit,30,80,73,30,80,73,-1.111111111,26.66666667,22.77777778,50,0.86,,,,
12/15/2018 2:19:48,Maryland ,Maryland,Fahrenheit,40,72,66,40,72,66,4.444444444,22.22222222,18.88888889,32,0.8125,,,,
12/15/2018 2:22:05,UAE,Germany ,Celsius,13,34,27,55.4,93.2,80.6,13,34,27,37.8,0.6666666667,,,,
12/15/2018 2:22:06,Minnesota,Minnesota,Fahrenheit,35,75,60,35,75,60,1.666666667,23.88888889,15.55555556,40,0.625,,,,
12/15/2018 2:23:34,Alaska,Alaska,Fahrenheit,30,80,74,30,80,74,-1.111111111,26.66666667,23.33333333,50,0.88,,,,
12/15/2018 2:23:40,Southern California,Southern California,Fahrenheit,50,85,70,50,85,70,10,29.44444444,21.11111111,35,0.5714285714,,,,
12/15/2018 2:25:29,"Kentucky, USA","Kentucky, USA",Fahrenheit,55,80,65,55,80,65,12.77777778,26.66666667,18.33333333,25,0.4,,,,
12/15/2018 2:25:32,San Diego,Los Angeles ,Fahrenheit,60,80,74,60,80,74,15.55555556,26.66666667,23.33333333,20,0.7,,,,
12/15/2018 2:26:08,DFW area - Texas,DFW area - Texas,Fahrenheit,40,80,40,40,80,40,4.444444444,26.66666667,4.444444444,40,0,,,,
12/15/2018 2:26:53,Wisconsin,Wisconsin,Fahrenheit,2,89,45,2,89,45,-16.66666667,31.66666667,7.222222222,87,0.4942528736,,,,
12/15/2018 2:29:18,Costa Rica ,Costa Rica ,Celsius,17,27,24,62.6,80.6,75.2,17,27,24,18,0.7,,,,
12/15/2018 2:31:17,Missouri,Washington (state),Fahrenheit,65,75,68,65,75,68,18.33333333,23.88888889,20,10,0.3,,,,
12/15/2018 2:33:38,NJ,NJ,Fahrenheit,50,80,70,50,80,70,10,26.66666667,21.11111111,30,0.6666666667,,,,
12/15/2018 2:34:41,Minnesota,Minnesota ,Fahrenheit,18,82,65,18,82,65,-7.777777778,27.77777778,18.33333333,64,0.734375,,,,
12/15/2018 2:35:38,USA,UK,Fahrenheit,45,95,70,45,95,70,7.222222222,35,21.11111111,50,0.5,,,,
12/15/2018 2:35:50,"Idaho, USA","Montana, USA",Fahrenheit,30,85,55,30,85,55,-1.111111111,29.44444444,12.77777778,55,0.4545454545,,,,
12/15/2018 2:35:56,California,Northern California,Fahrenheit,60,90,78,60,90,78,15.55555556,32.22222222,25.55555556,30,0.6,,,,
12/15/2018 2:36:41,The United States,The United States,Fahrenheit,40,70,60,40,70,60,4.444444444,21.11111111,15.55555556,30,0.6666666667,,,,
12/15/2018 2:37:36,Central ca,Central ca,Fahrenheit,30,110,80,30,110,80,-1.111111111,43.33333333,26.66666667,80,0.625,,,,
12/15/2018 2:37:50,Russia,New Zealand ,Celsius,-10,+35,22,14,95,71.6,-10,35,22,81,0.7111111111,,,,
12/15/2018 2:38:00,"Seattle Washington, USA. ",See above,Fahrenheit,0,90,70,0,90,70,-17.77777778,32.22222222,21.11111111,90,0.7777777778,,,,
12/15/2018 2:38:18,Maryland,Maryland,Fahrenheit,40,75,70,40,75,70,4.444444444,23.88888889,21.11111111,35,0.8571428571,,,,
12/15/2018 2:38:30,United States,United States,Fahrenheit,20,90,75,20,90,75,-6.666666667,32.22222222,23.88888889,70,0.7857142857,,,,
12/15/2018 2:38:35,Wisconsin,Wisconsin ,Fahrenheit,30,68,55,30,68,55,-1.111111111,20,12.77777778,38,0.6578947368,,,,
12/15/2018 2:39:32,Montana,Washington,Fahrenheit,15,80,68,15,80,68,-9.444444444,26.66666667,20,65,0.8153846154,,,,
12/15/2018 2:40:06,Canada,CANADA,Celsius,-22,26,23,-7.6,78.8,73.4,-22,26,23,86.4,0.9375,,,,
12/15/2018 2:41:56,"Washington, DC",Cleveland,Fahrenheit,30,80,68,30,80,68,-1.111111111,26.66666667,20,50,0.76,,,,
12/15/2018 2:42:19, Poland,Poland,Celsius,15,25,21,59,77,69.8,15,25,21,18,0.6,,,,
12/15/2018 2:45:50, California,Hawaii,Fahrenheit,32,90,78,32,90,78,0,32.22222222,25.55555556,58,0.7931034483,,,,
12/15/2018 2:46:17,Tennessee,Tennessee,Fahrenheit,55,90,78,55,90,78,12.77777778,32.22222222,25.55555556,35,0.6571428571,,,,
12/15/2018 2:46:20,Massachusetts US,Vermont US,Fahrenheit,10,80,74,10,80,74,-12.22222222,26.66666667,23.33333333,70,0.9142857143,,,,
12/15/2018 2:47:54,Central Wisconsin,Southern Wisconsin,Fahrenheit,60,80,68,60,80,68,15.55555556,26.66666667,20,20,0.4,,,,
12/15/2018 2:49:24,Puerto Rico ,Chicago ,Fahrenheit,40,90,70,40,90,70,4.444444444,32.22222222,21.11111111,50,0.6,,,,
12/15/2018 2:50:48,"originally russia, after bay area in california",sacramento california,Fahrenheit,35,90,75,35,90,75,1.666666667,32.22222222,23.88888889,55,0.7272727273,,,,
12/15/2018 2:51:17,"Cincinnati, Ohio, US","Cincinnati, Ohio, US",Fahrenheit,45,80,74,45,80,74,7.222222222,26.66666667,23.33333333,35,0.8285714286,,,,
12/15/2018 2:52:53,"Austin, Texas","Austin, Texas",Celsius,-5,22,18,23,71.6,64.4,-5,22,18,48.6,0.8518518519,,,,
12/15/2018 2:53:22,Atlanta,Atlanta,Fahrenheit,40,90,65,40,90,65,4.444444444,32.22222222,18.33333333,50,0.5,,,,
12/15/2018 2:53:22,Northern Indiana,Northern Indiana,Fahrenheit,60,90,78,60,90,78,15.55555556,32.22222222,25.55555556,30,0.6,,,,
12/15/2018 2:53:59,Upstate New York,Chicago,Fahrenheit,50,90,81,50,90,81,10,32.22222222,27.22222222,40,0.775,,,,
12/15/2018 2:55:43,Australia ,Sydney,Celsius,20,30,23,68,86,73.4,20,30,23,18,0.3,,,,
